date_time,amount,method
2026-04-04 10:31:00.289444,3200.00,card
2026-04-04 10:30:06.550153,1900.00,BALANCE
2026-04-04 10:26:07.531916,800.00,nirvana
2026-04-04 10:21:13.075523,2900.00,card
2026-04-04 09:58:38.741405,1100.00,BALANCE
2026-04-04 09:49:35.27444,4000.00,BALANCE
2026-04-04 09:42:16.479558,3100.00,BALANCE
2026-04-04 08:45:39.995114,3000.00,card
2026-04-04 08:36:38.782488,1900.00,BALANCE
2026-04-04 08:14:59.306788,1900.00,card
2026-04-04 07:46:10.305755,2240.000,USDT
2026-04-04 05:45:43.172483,3200.00,card
2026-04-04 05:20:51.913032,3200.00,card
2026-04-04 03:29:20.833419,935.0000,BTC
2026-04-04 02:54:48.113184,3100.00,card
2026-04-04 02:28:09.88844,1200.00,BALANCE
2026-04-04 02:23:40.070065,2240.000,USDT
2026-04-04 00:49:22.303022,3200.00,card
2026-04-03 23:50:10.04947,1100.00,BALANCE
2026-04-03 23:45:55.793826,2900.00,BALANCE
2026-04-03 23:35:45.27464,2720.0000,LTC
2026-04-03 23:29:38.227038,1935.500,USDT
2026-04-03 23:24:46.585895,4000.00,BALANCE
2026-04-03 23:24:09.977994,3200.00,card
2026-04-03 23:17:53.361122,2800.000,USDT
2026-04-03 23:10:38.374395,4000.00,card
2026-04-03 22:48:05.369382,3200.00,card
2026-04-03 22:46:11.515625,935.0000,BTC
2026-04-03 22:07:29.670661,3100.00,BALANCE
2026-04-03 21:35:08.670631,3900.00,BALANCE
2026-04-03 21:22:30.170638,2240.000,USDT
2026-04-03 21:16:01.21503,2000.00,nirvana
2026-04-03 20:29:58.059193,3900.00,BALANCE
2026-04-03 20:25:24.242915,2730.000,USDT
2026-04-03 20:11:28.996425,3200.00,BALANCE
2026-04-03 20:09:55.2951,1900.00,BALANCE
2026-04-03 20:03:55.295004,1200.00,BALANCE
2026-04-03 19:57:02.460403,2730.000,USDT
2026-04-03 19:43:01.328435,2730.000,USDT
2026-04-03 19:41:43.009386,1820.000,USDT
2026-04-03 19:40:12.90975,840.000,USDT
2026-04-03 19:33:56.901658,2240.000,USDT
2026-04-03 19:23:49.268269,2240.000,USDT
2026-04-03 17:58:42.14346,0.00,BALANCE
2026-04-03 17:38:42.748548,2900.00,BALANCE
2026-04-03 17:32:24.802541,2900.00,card
2026-04-03 16:35:25.986151,2030.000,USDT
2026-04-03 16:02:06.607632,2240.000,USDT
2026-04-03 15:36:55.058592,1200.00,BALANCE
2026-04-03 15:33:17.264244,1200.00,BALANCE
2026-04-03 15:16:37.851866,1020.0000,LTC
2026-04-03 15:00:43.972276,2240.000,USDT
2026-04-03 14:54:46.548347,2240.000,USDT
2026-04-03 14:54:38.130259,1200.00,BALANCE
2026-04-03 14:26:47.559002,1200.00,card
2026-04-03 14:07:14.181723,4000.00,card
2026-04-03 14:02:07.971471,3200.00,card
2026-04-03 13:58:32.315001,3200.00,BALANCE
2026-04-03 13:41:07.441984,1750.000,USDT
2026-04-03 13:37:12.240355,14000.00,card
2026-04-03 13:32:28.270079,14000.00,card
2026-04-03 13:21:00.000366,2100.000,USDT
2026-04-03 13:14:35.298167,2030.000,USDT
2026-04-03 12:57:57.849322,2030.000,USDT
2026-04-03 12:41:40.115459,3200.00,BALANCE
2026-04-03 12:39:33.153761,1200.00,BALANCE
2026-04-03 12:26:39.352765,1200.00,transa
2026-04-03 11:58:24.716878,1200.00,card
2026-04-03 11:52:28.22346,1200.00,BALANCE
2026-04-03 11:39:51.645091,2030.000,USDT
2026-04-03 11:39:29.63908,1050.000,USDT
2026-04-03 11:30:37.244669,3900.00,card
2026-04-03 10:21:24.236041,3200.00,card
2026-04-03 10:10:13.331429,3900.00,BALANCE
2026-04-03 09:52:50.475528,1330.000,USDT
2026-04-03 09:46:10.760477,2730.000,USDT
2026-04-03 08:23:41.841082,2240.000,USDT
2026-04-03 02:59:52.84003,2800.000,USDT
2026-04-03 00:04:49.108866,3900.00,BALANCE
2026-04-02 23:49:30.684615,2730.000,USDT
2026-04-02 23:43:37.957629,9800.000,USDT
2026-04-02 22:29:59.477548,2240.000,USDT
2026-04-02 21:49:35.626061,1900.00,BALANCE
2026-04-02 21:44:36.374574,1330.000,USDT
2026-04-02 21:43:30.472833,3900.00,BALANCE
2026-04-02 21:13:55.163869,1900.00,BALANCE
2026-04-02 20:43:16.006049,1925.00,nirvana
2026-04-02 19:54:42.936694,3900.00,BALANCE
2026-04-02 19:34:25.853562,2730.000,USDT
2026-04-02 19:18:48.612176,3200.00,BALANCE
2026-04-02 18:58:39.658413,2240.000,USDT
2026-04-02 18:48:16.68832,2240.000,USDT
2026-04-02 18:35:42.248121,9800.000,USDT
2026-04-02 18:35:11.880302,3900.00,BALANCE
2026-04-02 18:08:28.742262,1900.00,BALANCE
2026-04-02 18:02:07.478345,2310.000,USDT
2026-04-02 17:48:25.060028,2100.000,USDT
2026-04-02 17:34:38.8093,1900.00,BALANCE
2026-04-02 17:05:30.48602,1615.0000,LTC
2026-04-02 17:04:35.860481,2240.000,USDT
2026-04-02 16:50:25.303304,3200.00,BALANCE
2026-04-02 16:43:55.276173,3200.00,BALANCE
2026-04-02 16:39:10.910336,3200.00,card
2026-04-02 16:19:26.711017,2240.000,USDT
2026-04-02 16:17:39.824775,2030.000,USDT
2026-04-02 15:58:58.640079,1750.000,USDT
