date_time,amount,method
2026-04-04 14:38:00.638771,1100.00,BALANCE
2026-04-04 14:35:04.530177,2000.00,BALANCE
2026-04-04 14:30:48.285854,0.00,BALANCE
2026-04-04 14:14:49.382886,3400.0000,LTC
2026-04-04 13:40:29.314627,4200.00,BALANCE
2026-04-04 13:35:22.889288,4000.00,BALANCE
2026-04-04 13:04:37.096151,3230.0000,BTC
2026-04-04 12:59:23.717804,0.00,BALANCE
2026-04-04 12:51:49.612908,0.00,BALANCE
2026-04-04 12:49:28.647487,4200.00,card
2026-04-04 12:46:45.419265,3200.00,BALANCE
2026-04-04 12:44:33.249941,0.00,BALANCE
2026-04-04 12:33:21.439181,1100.00,BALANCE
2026-04-04 12:32:57.847431,4200.00,BALANCE
2026-04-04 12:31:58.817331,3000.00,BALANCE
2026-04-04 12:20:50.835434,3000.00,BALANCE
2026-04-04 12:18:00.77978,4200.00,BALANCE
2026-04-04 12:11:02.98468,4000.00,BALANCE
2026-04-04 11:29:56.260455,4000.00,card
2026-04-04 11:20:28.611404,2465.0000,LTC
2026-04-04 11:09:36.695321,2805.0000,BTC
2026-04-04 10:51:06.476155,2900.00,BALANCE
2026-04-04 10:30:04.021989,2940.000,USDT
2026-04-04 10:26:20.393331,3800.00,BALANCE
2026-04-04 10:25:40.397253,3900.00,card
2026-04-04 10:17:01.351392,4000.00,BALANCE
2026-04-04 10:14:43.369982,2900.00,BALANCE
2026-04-04 09:59:37.558242,3000.00,card
2026-04-04 09:49:37.750026,4200.00,BALANCE
2026-04-04 09:43:33.592728,4000.00,card
2026-04-04 09:26:00.778027,4000.00,card
2026-04-04 07:19:16.249937,4000.00,card
2026-04-04 06:31:39.908966,0.00,BALANCE
2026-04-04 06:16:06.849464,1300.00,BALANCE
2026-04-04 03:00:24.835581,1300.00,BALANCE
2026-04-03 23:46:52.745805,2000.00,BALANCE
2026-04-03 22:43:01.780939,4000.00,card
2026-04-03 22:29:28.975679,2465.0000,LTC
2026-04-03 22:23:23.819119,0.00,BALANCE
2026-04-03 22:15:21.975421,2940.000,USDT
2026-04-03 21:50:39.46847,2550.00,BALANCE
2026-04-03 21:36:49.970146,0.00,BALANCE
2026-04-03 21:34:38.726854,0.00,BALANCE
2026-04-03 21:23:23.228009,4000.00,BALANCE
2026-04-03 20:54:09.393143,3000.00,BALANCE
2026-04-03 20:41:00.652317,4200.00,BALANCE
2026-04-03 20:37:52.544217,5040.000,USDT
2026-04-03 20:36:16.700417,3800.00,BALANCE
2026-04-03 20:33:45.692789,4200.00,BALANCE
2026-04-03 20:32:47.810708,2400.00,BALANCE
2026-04-03 20:00:31.870228,3000.00,BALANCE
2026-04-03 19:53:45.674818,923.00,BALANCE
2026-04-03 19:48:15.39137,0.00,BALANCE
2026-04-03 19:38:14.981244,3400.0000,LTC
2026-04-03 19:36:59.411283,1100.00,BALANCE
